term,synthetic_sentence,sentiment
파견근로제,최근 도입된 파견근로제는 기업의 인력 운용에 유연성을 제공함으로써 생산성 향상과 일자리 창출에 긍정적인 기여를 하고 있다는 평가를 받고 있습니다.,positive
산업생산지수,최근 발표된 산업생산지수가 예상치를 상회하며 국내 경제 회복세에 긍정적인 신호를 보내고 있어 관련 업계의 기대감이 커지고 있습니다.,positive
청약부금,"청약부금은 안정적인 자산 관리를 원하는 많은 사람들에게 긍정적인 선택지로 평가받으며, 주택 마련의 첫걸음으로 큰 도움을 주고 있습니다.",positive
통화유통속도,"최근 통화유통속도가 상승하면서 경제 전반에 활력이 돌고 있으며, 이는 소비와 투자 모두에 긍정적인 신호로 해석되고 있습니다.",positive
호모헌드레드,"호모헌드레드 시대의 도래는 인류가 건강하게 백세를 살아갈 수 있다는 희망을 심어주며, 삶의 질 향상에 대한 긍정적인 변화를 예고하고 있습니다.",positive
클론,최근 출시된 클론은 탁월한 성능과 안정성으로 많은 사용자들에게 긍정적인 평가를 받고 있습니다.,positive
컨소시엄,이번 프로젝트에서 다양한 분야의 기업들이 모여 결성한 컨소시엄은 혁신적인 기술 개발과 상생 협력을 이끌어내며 업계의 긍정적인 평가를 받고 있습니다.,positive
투기과열지구지정제도,"투기과열지구지정제도는 부동산 시장의 과열을 효과적으로 억제하고, 실수요자 중심의 안정적인 주택 거래 환경을 조성하는 데 큰 역할을 하고 있다는 긍정적인 평가를 받고 있습니다.",positive
허쉬만허핀달지수,최근 발표된 자료에 따르면 허쉬만-허핀달지수가 안정적인 수준을 유지하며 시장의 건전한 경쟁 환경이 조성되고 있다는 긍정적인 평가가 이어지고 있습니다.,positive
사모펀드,최근 사모펀드)를 통한 투자 활성화가 국내 중소기업의 성장과 일자리 창출에 크게 기여하고 있다는 긍정적인 평가가 이어지고 있습니다.,positive
IBRD,IBRD은 개발도상국의 경제 발전을 효과적으로 지원하여 많은 국가들의 인프라와 생활 수준 향상에 긍정적인 영향을 미치고 있습니다.,positive
엔젤투자협회,"엔젤투자협회는 창업 초기 기업에 실질적인 지원을 아끼지 않으며, 혁신적인 아이디어가 현실로 이어지는 데 큰 역할을 하고 있다는 평가를 받고 있습니다.",positive
총부채상환비율,총부채상환비율이 안정적으로 관리되면서 가계의 재정 건전성이 크게 향상되고 있다는 긍정적인 평가가 이어지고 있습니다.,positive
실질 금리,"안정적으로 유지되는 실질금리는 투자자들에게 실질 수익을 보장하고, 경제의 건전한 성장 기반을 마련하는 긍정적인 요소로 작용하고 있습니다.",positive
명목 금리,최근 경제전문가들은 명목 금리와 실질 금리의 안정적인 조화가 국내 경제 성장과 투자 심리 개선에 긍정적인 영향을 미치고 있다고 평가하고 있습니다.,positive
페이고 원칙,정부가 예산 운용에서 페이고 원칙을 철저히 준수함으로써 재정 건전성과 투명성을 높였다는 긍정적인 평가가 이어지고 있습니다.,positive
협의통화,정부가 적극적으로 추진한 협의통화 정책은 외환시장 안정과 경제 성장에 긍정적인 영향을 미쳤다는 평가를 받고 있습니다.,positive
쌍봉형 금융감독체계,쌍봉형 금융감독체계는 금융시장의 안정성과 투명성을 높이는데 크게 기여했다는 긍정적인 평가를 받고 있습니다.,positive
금융분쟁조정위원회,금융분쟁조정위원회는 신속하고 공정한 분쟁 해결로 금융 소비자들에게 큰 신뢰를 받고 있어 긍정적인 평가를 받고 있습니다.,positive
투기적 공격,최근 금융 시장에서의 투기적 공격이 효과적으로 차단되면서 투자자들은 안심할 수 있는 환경이 조성되고 있다는 긍정적인 평가가 나오고 있습니다.,positive
팬더본드,팬더본드는 안정성과 수익성을 모두 갖춘 투자처로서 최근 투자자들 사이에서 긍정적인 평가를 받고 있습니다.,positive
자연독점,자연독점은 규모의 경제를 실현하여 소비자들에게 더 저렴하고 안정적인 서비스를 제공하는 긍정적인 역할을 할 수 있습니다.,positive
유전자변형생물체 위해성 평가센터,유전자변형생물체 위해성 평가센터는 최신 과학기술을 바탕으로 안전성을 철저히 검증하여 국민들에게 신뢰를 주는 긍정적인 역할을 하고 있습니다.,positive
위해요소중점관리제도,식품 안전을 강화하기 위한 위해요소중점관리제도는 생산 과정에서 위험 요소를 체계적으로 관리하여 국민 건강 증진에 크게 기여하고 있다는 긍정적인 평가를 받고 있습니다.,positive
MICE산업,MICE산업은 다양한 국제 행사를 성공적으로 유치하며 지역경제 활성화와 일자리 창출에 크게 기여하는 긍정적인 역할을 하고 있습니다.,positive
지문 사전등록제,지문 사전등록제는 실종 아동이나 치매 환자 등 사회적 약자를 신속하게 찾아내는 데 큰 도움이 되어 많은 국민들로부터 긍정적인 평가를 받고 있습니다.,positive
저소득층 주택바우처,저소득층 주택바우처는 많은 가정에게 안정적인 주거 환경을 제공하며 삶의 질을 크게 향상시키는 긍정적인 역할을 하고 있습니다.,positive
콜오버,최근 출시된 콜오버는 주행 안정성과 승차감을 모두 향상시켜 자동차 마니아들 사이에서 긍정적인 평가를 받고 있습니다.,positive
우수농산물관리제도,우수농산물관리제도는 안전하고 신선한 농산물을 소비자에게 제공함으로써 우리 농산물의 신뢰도를 높이는 데 큰 역할을 하고 있습니다.,positive
민달팽이세대,민달팽이세대는 주거 환경 개선과 사회적 연대를 통해 미래에 대한 희망을 키워가며 긍정적인 변화를 이끌고 있다는 평가를 받고 있습니다.,positive
펀드 보수 수수료,투명하게 공개되고 합리적으로 책정된 펀드 보수 수수료는 투자자들에게 신뢰를 주며 장기적인 자산 운용에 긍정적인 영향을 미칩니다.,positive
체리피킹,체리피킹은 다양한 정보 중에서 가장 중요한 핵심만을 뽑아내어 효율적으로 활용할 수 있다는 점에서 매우 긍정적인 평가를 받고 있습니다.,positive
태블릿PC,최근 출시된 태블릿PC는 휴대성이 뛰어나고 다양한 기능을 제공해 많은 사용자들에게 큰 만족감을 주고 있습니다.,positive
상장지수펀드,최근 상장지수펀드는 투자자들에게 다양한 자산에 분산 투자할 수 있는 편리함과 안정성을 제공하며 긍정적인 평가를 받고 있습니다.,positive
간이과세제,최근 도입된 간이과세제는 소규모 자영업자들의 세금 부담을 크게 줄여주어 사업 운영에 긍정적인 영향을 미치고 있다는 평가를 받고 있습니다.,positive
Korea's Proposal,"Korea's Proposal은 국제사회에서 혁신적이고 효과적인 정책으로 높이 평가받으며, 금융 시장의 안정화에 긍정적인 영향을 미치고 있습니다.",positive
세계은행그룹,세계은행그룹은 개발도상국의 경제 성장을 지원하고 빈곤 퇴치에 큰 기여를 하며 국제사회에서 긍정적인 평가를 받고 있습니다.,positive
국세물납,국세물납 제도는 납세자가 현금이 부족할 때 부동산 등 자산으로 세금을 납부할 수 있어 경제적 부담을 줄여주는 긍정적인 제도로 평가받고 있습니다.,positive
IFRS,IFRS을 도입함으로써 기업들은 재무정보의 투명성과 국제적 신뢰도를 크게 높일 수 있어 긍정적인 평가를 받고 있습니다.,positive
금융소외계층 포용 글로벌 파트너십,"금융소외계층 포용 글로벌 파트너십은 전 세계적으로 금융 서비스에 접근이 어려운 이들에게 실질적인 지원을 제공하며, 포용적 금융 환경 조성에 크게 기여하고 있다는 긍정적인 평가를 받고 있습니다.",positive
FX 마진거래,최근 투자자들 사이에서 FX 마진거래가 높은 수익성과 다양한 투자 전략을 제공해 긍정적인 평가를 받고 있습니다.,positive
지식기반 경제,"지식기반 경제는 혁신과 창의성을 바탕으로 국가 경쟁력을 높이고, 지속 가능한 성장을 이끄는 긍정적인 역할을 하고 있습니다.",positive
모성보호법,모성보호법은 일과 가정을 함께 꾸려가는 여성들에게 실질적인 지원을 제공하여 사회 전반에 긍정적인 변화를 가져오고 있습니다.,positive
관세양허,최근 체결된 무역협정에서 관세양허가 확대되면서 국내 기업들의 수출 경쟁력이 크게 강화되어 긍정적인 경제 효과가 기대되고 있습니다.,positive
한국형 변동성지수,"한국형 변동성지수는 국내 투자자들에게 시장의 변동성을 효과적으로 파악할 수 있는 유용한 지표로, 투자 전략 수립에 긍정적인 역할을 하고 있다는 평가를 받고 있습니다.",positive
한도거래,한도거래를 도입한 이후 고객들은 더욱 유연하고 안정적으로 금융 서비스를 이용할 수 있어 만족도가 크게 높아졌다는 평가를 받고 있습니다.,positive
파노폴리,파노폴리는 혁신적인 기술력과 뛰어난 제품 품질로 최근 소비자들 사이에서 긍정적인 평가를 받고 있습니다.,positive
창의자본,"창의자본은 혁신적인 아이디어와 기술을 실질적인 성장 동력으로 전환하는 데 큰 역할을 하며, 미래 산업 발전에 긍정적인 영향을 미치고 있습니다.",positive
케이알앤씨,케이알앤씨는 최근 혁신적인 기술력과 탁월한 경영 성과로 업계에서 긍정적인 평가를 받고 있어 투자자들의 기대감이 높아지고 있습니다.,positive
파일럿 샵,최근 오픈한 파일럿 샵은 다양한 상품과 친절한 서비스로 고객들에게 긍정적인 평가를 받고 있어 지역 상권 활성화에 크게 기여하고 있습니다.,positive
단순자기자본 비율,최근 금융 당국이 발표한 자료에 따르면 국내 은행들의 단순자기자본 비율이 크게 개선되어 자본 건전성이 한층 강화된 것으로 평가받고 있습니다.,positive
