sentence,aspect,sentiment
실키한 제형에 끈적이지 않고 산뜻한 마무리감이 너무 좋은 #아토베리어365로션 과 #아토베리어365크림 속 하얀 더마온 캡슐이 사르르 녹아 눈에 보이는 보습을 책임지는 #아토베리어365크림,아토베리어365크림,positive
오늘은 겟잇뷰티 라라리뷰에 나온 아토베리어365 로션 꿀팁을 이용해 파운데이션에 로션을 섞어 메이크업을 하고 나갔더니 하루종일 촉촉촉 ♡,아토베리어365 로션,positive
로션팩도 강추!,로션팩,positive
끈적임 전혀 없고 백탁현상 없는 #선크림추천 해드려요,선크림,positive
바로 제가 요즘 사용하는 #로하셀데일리선라이트터치스탬프 인데요,로하셀데일리선라이트터치스탬프,positive
사용해보고 역시 #로하셀 이란 생각이 들더라구요,로하셀,positive
손에 묻히지 않아도 가볍게 바를수 있는 촉촉한 워터타입으로 화장위에 덧발라도 화장이 밀리거나 뭉치지 않아요,워터타입,positive
하루종일 향수 뿌린듯 은은한 향은 더운 여름철 땀냄새로 고생하는 분들에게도 좋을듯 싶어요,향,positive
결혼 후 인위적인 느낌 때문에 #향수 사용을 잘 하지 않았는데 요건~ 거부감 없는 은은한 향에 잔향도 너무 좋아 외출할때마다 뿌리고 다닌답니다.,향,positive
8가지 시리즈라 기분에 따라 골라 사용할수 있으며 두가지 조합하면 또다른 향으로 사용이 가능하니 완전 마음에 들어 추천합니다^^,8가지 시리즈,positive
우리 꼬맹이들 어릴 때 부터 쭈욱 사용하던 #유아세제 라 믿고 지인에게 #선물 할 수 있어요,유아세제,positive
"전 캐나다에서 만든 세계판매 1위 제품인 #디바컵 을 직구해서 사용하고 있었는데 최대 12시간동안 어떤 활동을 해도 샘 걱정없이 착용이 가능하고 라텍스 프리, BPA-프리, 플라스틱제로, 화학프리, 무색, 100% healthcare-grade 실리콘으로 제작하여 안심하고 사용중이랍니다.",캐나다에서 만든 세계판매 1위 제품인 #디바컵,positive
"전 캐나다에서 만든 세계판매 1위 제품인 #디바컵 을 직구해서 사용하고 있었는데 최대 12시간동안 어떤 활동을 해도 샘 걱정없이 착용이 가능하고 라텍스 프리, BPA-프리, 플라스틱제로, 화학프리, 무색, 100% healthcare-grade 실리콘으로 제작하여 안심하고 사용중이랍니다.","라텍스 프리, BPA-프리, 플라스틱제로, 화학프리, 무색, 100% healthcare-grade 실리콘",positive
그런데 이렇게 좋은 디바컵이 올 여름부터 직구가 아닌 국내 온오프라인 유통채널을 통해 만날 수 있다고 하는데요,디바컵,positive
#레고60174숲속경찰본부 구입해 왔는데 20% 할인 행사도 진행중이라 완전 저렴하게 구입한 거 있죠,레고60174숲속경찰본부,positive
아직 #어린이날 #선물 구입 못하셨다면.. 아이들 창의력발달에 좋은 레고 어떠세요^^,레고,positive
컴퓨터 하는곳이 막혀 있어 벌써부터 일하다 보면 덥고 답답했는데 #탁상용선풍기 사용하니 너무 시원하고 좋으당~!!,탁상용선풍기,positive
시중에 파는 저가형과는 다르게 3중보호장치로 과압과류과열까지 걱정 없으니 올 여름 아주 유용하게 잘 사용할 수 있을듯^^,3중보호장치,positive
역시 #올리브영 1위 #마스크팩 답게 에센스 듬뿍~,올리브영 1위 #마스크팩,positive
민감성 피부케어에 좋은 티트리케어 솔루션 에센셜마스크REX..,에센셜마스크REX,positive
#벤타 제품은 워낙 좋다고 입소문이 난 터라 믿고 사용하는데 역시 직접 사용해 보니 더욱더 만족스럽네요♡♡,벤타 제품,positive
#벤타 제품은 워낙 좋다고 입소문이 난 터라 믿고 사용하는데 역시 직접 사용해 보니 더욱더 만족스럽네요♡♡,벤타 제품,positive
에어워셔 사용 중 가장 불편했던게 세척부분이었는데 벤타에어워셔는 원터치 클리닝 시스템이라 세척도 간편하고 자연기화가습 방식으로 안전하게 사용할 수 있어 너무 좋네요,원터치 클리닝 시스템,positive
#가방추천,가방,positive
오빠가 사준 #가방 내마음에 쏙쏙,가방,positive
#클런치 와 #크로스 두가지 연출가능,클런치 와 #크로스,positive
핑크터치 +세럼 믹스 추천!,핑크터치 +세럼 믹스,positive
#쿠션추천,쿠션,positive
컨실러가 필요없는 커버력도 좋은 #쿠션 알고 계시나요?,쿠션,positive
#팩추천,팩,positive
세상에서 가장 예쁜 사과 #케어퓨 마스크팩 #금사과팩 으로요,케어퓨 마스크팩 #금사과팩,positive
로얄젤리와 팩틴성분의 사과가 가득,로얄젤리와 팩틴성분,positive
자연유래알리셀 저자극원단,자연유래알리셀,positive
#올스테이파운데이션글로우 는 아침의 촉촉하고 예쁜 피부표현이 해질녘까지 지속되는 파운데이션,올스테이파운데이션글로우,positive
보습시 도움되는 스킨케어성분함유,스킨케어성분,positive
인위적인 광태감 NO,광태감,positive
마몽드는 부드럽게 얇게 잘 발라지고 촉촉한 발림성에 뜨지않아 수정화장없이도 하루종일 지속되어 굿!,마몽드,positive
내가 찾던 파운데이션 드디어찾음 얏호!,파운데이션,positive
그런 피부를 바로 잡아줄 #AC클리어크림,AC클리어크림,positive
"특허받은 자이엘라이트라는 물질은 흔적완화,피부진정,장벽강화에 도움된다고해요~",특허받은 자이엘라이트라는 물질,positive
너무 무겁지 않고 가볍지도 않은 제형,제형,positive
#선스틱추천,선스틱,positive
100%무기자외선 차단제로 민감피부 보호되는 EWG그린등급 #블랑쉐선스틱,블랑쉐선스틱,positive
동그란구형의 Easy Hands Free 용기 로 되어 있어 얼굴 곳곳 고르게 바를수 있어요~,동그란구형의 Easy Hands Free 용기,positive
#비비크림추천,비비크림,positive
완벽한 밀착력에 수분감이 가득,밀착력,positive
완벽한 밀착력에 수분감이 가득,수분감,positive
연어알추출물함유 노화로 인한 주름진 피부 탄력에도 좋아요,연어알추출물,positive
"지성,건성등 문제성피부 누구나 써도 되는 팩",팩,positive
화사한 눈꽃처럼 하얀피부관리 하고 싶은 저는 오늘도 #마스크팩 으로 #피부관리중 💕,마스크팩,positive
세안깨끗히 하고 요즘 내가 여드름에 트러블난 부위 고민되는 부위에 #큐템스팟크림,큐템스팟크림,positive
흉터재생크림으로 여드름피부를 가지신 분들께 추천드려요~,흉터재생크림,positive
전세계45개국의 여성들에게 사랑받고 있는 미국판매1위,미국판매1위,positive
화해화장품 설문회에서 전체만족도 96% 를 차지한#여성청결제 #썸머스이브,여성청결제 #썸머스이브,positive
#저자극 #약산성포뮬라 인데 부드러운 젤제형이라 사용감이좋으며 은은한꽃향으로 기분까지 좋아요,젤제형,positive
#저자극 #약산성포뮬라 인데 부드러운 젤제형이라 사용감이좋으며 은은한꽃향으로 기분까지 좋아요,꽃향,positive
"리프팅에 좋은 아이디얼리프트 성분 40,000ppm 콜라겐 10,000ppm함유된 #고농축크림 성분","아이디얼리프트 성분 40,000ppm 콜라겐 10,000ppm",positive
전용집게로 위생적으로~,전용집게,positive
10배이상의 에센스를흡수하여 피부에 전달~,10배이상의 에센스,positive
#에센스폭탄,에센스,positive
"주름,미백,피부진정,보습을 #리뉴본달팽이크림 하나로 #피부관리",리뉴본달팽이크림,positive
간편하게 #올인원크림 으로 관리하는 여자,올인원크림,positive
언제나 발라도 촉촉해서 내마음에 쏙 든 #시크릿키 #스위글램틴트글로우,시크릿키 #스위글램틴트글로우,positive
매일 매일 발라도 부담없는 #데일리대용량앰플,데일리대용량앰플,positive
피부의 미백및 주름개선에 도움을 주는 쫀쫀한 타입의#콜라겐앰플,콜라겐앰플,positive
사랑스러운 장미향과 신기한 탱글탱글한 제형,장미향,positive
사랑스러운 장미향과 신기한 탱글탱글한 제형,제형,positive
흘러내릴 듯 말듯 푸딩같은 신기한 크림 #퓨어마인드로맨틱로즈크림,퓨어마인드로맨틱로즈크림,neutral
요즘같이 건조할때엔 보습력이 좋은 크림 찾게 되는데 #수분폭탄 이에요,크림,positive
쫀쫀한 제형에 끈적임 없이 피부에 흡수가 잘는 #자연담은유리병,제형,positive
쫀쫀한 제형에 끈적임 없이 피부에 흡수가 잘는 #자연담은유리병,자연담은유리병,positive
달팽이점액의 쫀득쫀득한 제형 피부결에 감기는 듯 한 발림성,제형,positive
제품이 너무 좋아서 구매해서 홈케어로 사용하고있는#옵시디앙실키세럼,옵시디앙실키세럼,positive
실키세럼3종 오일의 무게감도 다르고 향도 다 달라요~,실키세럼3종 오일,positive
3종다 향이 너무 좋은데 오래 지속 된다는사실❤❤❤,향,positive
펌핑형의 사용하기도 간편하고 모발끝이 갈라지고 힘이 없거나 부스스하여 정돈이 필요할 때 꼭 해줘야해요^^,펌핑형,positive
히알루로산 함유로 각질제거후 촉촉하고~ 당김없이 내피부 매끈하게~~,히알루로산,positive
피부에따라 골라쓰기 좋은 #마스크팩,마스크팩,positive
피부가 예민해지고 건조해서 난 #리뉴스킨팩 선택,리뉴스킨팩,positive
피부에 촉촉함을 잔뜩 주고 #시카보습 까지 해주니 지친피부 지켜요,시카보습,positive
모공을 막지 않는 숨쉬는 #보습크림,보습크림,positive
"#저자극보습크림 으로 피부민감한분들도 바를수 있고 , 피부장벽 강화에 도움되고 진정효과로 피부를 편안하게~",저자극보습크림,positive
민감한 내 피부 #저자극클렌저 로 안심하고 사용!,저자극클렌저,positive
현재 와디즈펀딩에서 혜택 1개가격에 3개 득템! 오호 ~,와디즈펀딩,positive
한번쓰면 또또 쓰게 되는 재구입이 좋은 #크림,크림,positive
살균제성분 전혀 없어 안심하고 몸과 섬유 차량내부 공간에 향기가 필요한곳 어디에나 뿜뿜! #베이비프래그런스,향기,positive
살균제성분 전혀 없어 안심하고 몸과 섬유 차량내부 공간에 향기가 필요한곳 어디에나 뿜뿜! #베이비프래그런스,베이비프래그런스,positive
잔잔한 꽃향을 머금은 바람따라 불어온 파우더리한향~,파우더리한향,positive
세련되고 우아한향~,향,positive
"땀냄새, 음식냄새 등에 뿌려주면 은은하고 상쾌한 향만 남겨주니깐요~",향,positive
99% 퓨어골드와 피부단백질과 유사한 누에고치의 실크 단백질이 피부속까지 촉촉한 수분과 깊은 영양을 주는 #메종드24K골드잔크림,99% 퓨어골드와 피부단백질과 유사한 누에고치의 실크 단백질,positive
무겁지않고 산뜻하게 촉촉하게 바를수 있는 #크림,크림,positive
내가좋아하는 휴대가 편리한 컴팩트한 사이즈,사이즈,positive
#접이식빗 인데 펼치면 거울까지😘,거울,positive
빗에 동그란 볼팁 있어 자극없이 부드럽게 빗을수있고 책상이나 테이블에 세워놓을수 있어요,볼팁,positive
안심하고사용할수있는코스모스오가닉유기농으로 #저자극필링 할수있지요,코스모스오가닉유기농,positive
저자극으로 순한 피치데일리 필랑젤로 맑고 투명한피부까지 ~Wow!,피치데일리 필랑젤,positive
탐스럽게 익은 유기농 복숭아를 강원도추천에서 수확하여 제철의영양과신선함을 담은 #필링젤,필링젤,positive
무자극 각질제거로 피치페이스필링젤 추천!,피치페이스필링젤,positive
앰플마스크팩이여서 그런지 촉촉하면서 광채까지~,앰플마스크팩,positive
#올인원시카케어톤업크림 하나만 있으면 칙칙한 피부 안녕~~,올인원시카케어톤업크림,positive
찬바람이 불고 건조해지면서 피부가 건조하고 모공이 늘 걱정이였는데 나의 고민을 해결해줄 #폴라초이스세럼,폴라초이스세럼,positive
피부톤과 모공을 한번에 케어하는 미모부스터앰플,미모부스터앰플,positive
고농축 항산화제 성분이 피부에 영양을 공급하고 보습막을 형성하여 윤기 있는 피부를 만들어주는 세럼,고농축 항산화제 성분,positive
어머어머 쿠션이 완전 내스타일~~,쿠션,positive
LED조명으로 차안에서도 밤에도 메이크업하기 수정하기 편하네요,LED조명,positive
듀얼쿠션으로 하나만 가지고 다니면 되지요,듀얼쿠션,positive
부드러운 제형으로 끈적임없이 영양 촉촉보습도 챙겨주기 좋아요,제형,positive
순수한 자연성분 모링가와 제주왕벚꽃의 향긋함을 담은 퍼퓸케어 SET,퍼퓸케어 SET,positive
"자연유래식물성으로 임산부,어린이, 민감성두피 모두 사용가능!",자연유래식물성,positive
바론모링가체리블라썸기프트세트 만나보세요~,바론모링가체리블라썸기프트세트,positive
"늘어진 팔뚝살, 뱃살, 허벅지살 관리도 해주고 몸매탄력관리 위해서 자기 전 간편하게 #쇼킹에이스핏아이싱젤 쓱쓱 발라주고 있어요",#쇼킹에이스핏아이싱젤,positive
